relevance_score,questions,categories,title,authors,year,type,venue,publisher,doi,cited_by_count,is_oa,landing_url,oa_url,openalex_id,abstract
8.95,"Q1,Q4,Q5",Depletion numerical methods,Laser-nucleus interactions in the sudden regime,Sergei Kobzak; Hans A. Weidenmüller; Adriana Pálffy,2021,article,Physical Review C,American Institute of Physics,10.1103/physrevc.103.044616,5,True,https://doi.org/10.1103/physrevc.103.044616,http://link.aps.org/pdf/10.1103/PhysRevC.103.044616,https://openalex.org/W3020878446,"The interaction between medium-weight nuclei and a strong zeptosecond laser pulse of MeV photons is investigated theoretically. Multiple absorption of photons competes with nuclear equilibration. We investigate the sudden regime. Here the rate of photon absorption is so strong that there is no time for the nucleus to fully equilibrate after each photon absorption process. We follow the temporal evolution of the system in terms of a set of rate equations. These account for dipole absorption and induced dipole emission, equilibration (modeled in terms of particle-hole states coupled by the residual nuclear interaction), and neutron decay (populating a chain of proton-rich nuclei). Our results are compared with earlier work addressing the adiabatic regime where equilibration is instantaneous. We predict the degree of excitation and the range of nuclei reached by neutron evaporation. These findings are relevant for planning future experiments."
8.95,"Q1,Q2,Q7,Q9",Nuclear surrogate optimization,Machine Learning‐Driven Multi‐Objective Optimization of Microchannel Reactors for CO₂ Conversion,Sandeep Kumar; Parmod Kumar; Kuljeet Singh,2025,article,Advanced Sustainable Systems,Wiley,10.1002/adsu.202500064,5,True,https://doi.org/10.1002/adsu.202500064,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adsu.202500064,https://openalex.org/W4409540287,"Abstract Recently, the power‐to‐gas (PtG) concept, specifically thermocatalytic CO₂ conversion via the Sabatier process, emerges as a promising route for mitigating greenhouse gas emissions. The process transforms CO₂ and H₂ into methane and water under low‐temperature methanation conditions. This study suggests a new way to improve the performance of a microchannel reactor by combining computational fluid dynamics (CFD), response surface methodology (RSM), machine learning (ML), and multi‐objective optimization. Key design variables include inlet velocity, temperature, and channel length ratios. The RSM approach is for generating datasets for simulation; while, data augmentation assists ML model training. Six ML models—linear, ensemble, tree, Gaussian, support vector machine (SVM), and neural networks are evaluated for regression accuracy against RSM‐based correlation. The Gaussian process model is found superior and integrated with a multi‐objective optimization algorithm. A decision‐making score (DMS) levels and normalizes performance indicators. It finds the best reactor designs with CO₂ conversion rates of ≈78.6% and CH₄ selectivity close to 99.9%. These results demonstrate an advanced approach for significantly reducing computational demand (24 h to 1.471 ms) against CFD simulations; while, maintaining accuracy, thereby enabling cost‐effective, efficient solutions for reactor design optimization across various engineering applications in real‐world PtG applications."
8.95,"Q5,Q6",Nuclear dynamics and recurrent models,Parametric Dynamic Mode Decomposition for Reduced Order Modeling,Quincy Huhn; Mauricio Tano; Jean C. Ragusa; Youngsoo Choi,2022,preprint,arXiv (Cornell University),Cornell University,10.48550/arxiv.2204.12006,5,True,http://arxiv.org/abs/2204.12006,https://arxiv.org/pdf/2204.12006,https://openalex.org/W4225009184,"Dynamic Mode Decomposition (DMD) is a model-order reduction approach, whereby spatial modes of fixed temporal frequencies are extracted from numerical or experimental data sets. The DMD low-rank or reduced operator is typically obtained by singular value decomposition of the temporal data sets. For parameter-dependent models, as found in many multi-query applications such as uncertainty quantification or design optimization, the only parametric DMD technique developed was a stacked approach, with data sets at multiples parameter values were aggregated together, increasing the computational work needed to devise low-rank dynamical reduced-order models. In this paper, we present two novel approach to carry out parametric DMD: one based on the interpolation of the reduced-order DMD eigenpair and the other based on the interpolation of the reduced DMD (Koopman) operator. Numerical results are presented for diffusion-dominated nonlinear dynamical problems, including a multiphysics radiative transfer example. All three parametric DMD approaches are compared."
8.95,"Q10,Q3,Q4,Q8",Uncertainty and nuclear data,Quantification of system uncertainties in activation experiments at nuclear research reactors,E. MacConnachie; D. R. Novog; Simon Day,2019,article,Annals of Nuclear Energy,Elsevier BV,10.1016/j.anucene.2019.07.037,5,True,https://doi.org/10.1016/j.anucene.2019.07.037,https://www.sciencedirect.com/science/article/pii/S0306454919304220/pdf,https://openalex.org/W2965674918,"Neutron flux measurements in reactor cores are often used for code validation studies, however reported experimental flux uncertainties remain limited in scope. This work presents both a detailed assessment of several flux measurement uncertainties and a guideline for reporting these quantities. The effects of the sample position, the presence of 135 Xe, the control rod positions, reactor power, and nuclear data during activation procedures were individually quantified at the McMaster Nuclear Reactor. NiCr flux wires were used to study the 51 Cr (n,γ) activation reaction experimentally and through a series of MCNP6 simulations, and the SCALE-6.2.2 252-group library was used to study cross-section data uncertainty for use in translating activation measurements into neutron flux values. The placement of the sample and the reactor power measurements were found to be the most significant contributors to the overall measurement uncertainty. A procedure for reporting the results and uncertainties of an irradiation procedure is provided."
8.95,"Q5,Q6,Q8",Nuclear dynamics and recurrent models; Physics-informed nuclear dynamics,Responsive CO <sub>2</sub> capture: predictive multi-objective optimisation for managing intermittent flue gas and renewable energy supply,Oliver J. Fisher; Lei Xing; Xingjian Tian; Xin Tai; Jin Xuan,2023,article,Reaction Chemistry & Engineering,Royal Society of Chemistry,10.1039/d3re00544e,5,True,https://doi.org/10.1039/d3re00544e,https://pubs.rsc.org/en/content/articlepdf/2023/re/d3re00544e,https://openalex.org/W4390102571,"A predictive control framework is developed to maximise enhanced weathering reactor CO 2 capture rate, whilst simultaneously minimising non-renewable energy consumption."
8.91,"Q5,Q6,Q8",Nuclear dynamics and recurrent models; Physics-informed nuclear dynamics,Bioprocessing 4.0: a pragmatic review and future perspectives,Kesler Isoko; Joan Cordiner; Zoltán Kis; Peyman Z. Moghadam,2024,article,Digital Discovery,Royal Society of Chemistry,10.1039/d4dd00127c,79,True,https://doi.org/10.1039/d4dd00127c,https://pubs.rsc.org/en/content/articlepdf/2024/dd/d4dd00127c,https://openalex.org/W4401133758,"In the dynamic landscape of industrial evolution, Industry 4.0 (I4.0) presents opportunities to revolutionise manufacturing processes and products."
8.91,"Q4,Q5,Q6,Q8",Physics-informed nuclear dynamics; Physics-informed stiff dynamics; Stiff reaction-network surrogates,AI-Aristotle: A physics-informed framework for systems biology gray-box identification,Nazanin Ahmadi Daryakenari; Mario De Florio; Khemraj Shukla; George Em Karniadakis,2024,article,PLoS Computational Biology,Public Library of Science,10.1371/journal.pcbi.1011916,54,True,https://doi.org/10.1371/journal.pcbi.1011916,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1011916&type=printable,https://openalex.org/W4392716565,"Discovering mathematical equations that govern physical and biological systems from observed data is a fundamental challenge in scientific research. We present a new physics-informed framework for parameter estimation and missing physics identification (gray-box) in the field of Systems Biology. The proposed framework-named AI-Aristotle-combines the eXtreme Theory of Functional Connections (X-TFC) domain-decomposition and Physics-Informed Neural Networks (PINNs) with symbolic regression (SR) techniques for parameter discovery and gray-box identification. We test the accuracy, speed, flexibility, and robustness of AI-Aristotle based on two benchmark problems in Systems Biology: a pharmacokinetics drug absorption model and an ultradian endocrine model for glucose-insulin interactions. We compare the two machine learning methods (X-TFC and PINNs), and moreover, we employ two different symbolic regression techniques to cross-verify our results. To test the performance of AI-Aristotle, we use sparse synthetic data perturbed by uniformly distributed noise. More broadly, our work provides insights into the accuracy, cost, scalability, and robustness of integrating neural networks with symbolic regressors, offering a comprehensive guide for researchers tackling gray-box identification challenges in complex dynamical systems in biomedicine and beyond."
8.91,"Q4,Q5,Q6,Q8",Stiff reaction-network surrogates,Inference of weak-form partial differential equations describing migration and proliferation mechanisms in wound healing experiments on cancer cells,Siddhartha Srivastava; Patrick C. Kinnunen; Zhenlin Wang; Kenneth K. Y. Ho; Brock A. Humphries; Siyi Chen; et al.,2025,article,PLoS Computational Biology,Public Library of Science,10.1371/journal.pcbi.1013607,4,True,https://doi.org/10.1371/journal.pcbi.1013607,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1013607&type=printable,https://openalex.org/W4404122244,"Cancer metastasis, which requires migration of cancer cells away from the primary tumor, is responsible for approximately 65% percent of cancer-related deaths. Therefore, targeting signaling pathways that drive cancer cell migration or proliferation is a common therapeutic approach. Cell migration is commonly studied using experimental approaches which track cells or cell monolayers as they evolve over time. Computational modeling can then be used to fit partial differential equation (PDE) models to the data, providing mechanistic insights underlying the observed cell motion, including the contribution of various cellular behaviors such as random motion, directed motion, and cell division. A popular experimental technique, the scratch assay, measures the migration and proliferation-driven cell closure of a scratch in a confluent cell monolayer. However, these assays do not disambiguate between different drivers of scratch closure (for instance between cell proliferation and migration to open space). To improve analysis of this technique, we combine scratch assays, video microscopy, and PDE inference to gain quantitative insight to mechanisms of cell migration and proliferation. We capture the evolution of cell density fields over time using live-cell microscopy and automated image processing. Our PDE inference methods involve the use of weak form-based system identification techniques for cell density dynamics modeled with advection-diffusion-reaction systems. We then compare our method with recent modeling work, finding that our model discovery tool automatically identifies similar models including reaction and diffusion terms from a larger set of bases. We demonstrate the application of this framework on 2-dimensional scratch assays subject to the inhibiting effect of trametinib on wound closure and characterize the results in the context of the quantified uncertainty in our inference approach. Our integrated experimental and computational pipeline can be used to rapidly identify and refine models of cell migration in a variety of contexts, enabling the quantitative measurement of the effect of drugs and other perturbations on cell migration and proliferation with uncertainty accounted for."
8.91,"Q7,Q8,Q9",Surrogate optimization reliability,Top-K Pairwise Ranking: Bridging the Gap Among Ranking-Based Measures for Multi-label Classification,Zitai Wang; Qianqian Xu; Zhiyong Yang; Peisong Wen; Yuan He; Xiaochun Cao; et al.,2024,article,International Journal of Computer Vision,Springer Science+Business Media,10.1007/s11263-024-02157-w,4,True,https://doi.org/10.1007/s11263-024-02157-w,https://arxiv.org/pdf/2407.06709,https://openalex.org/W4400572681,
8.87,"Q1,Q4,Q5",Depletion numerical methods,Oxygen Modulates the Effectiveness of Granuloma Mediated Host Response to Mycobacterium tuberculosis: A Multiscale Computational Biology Approach,Cheryl L. Sershen; Steven J. Plimpton; Elebeoba E. May,2016,article,Frontiers in Cellular and Infection Microbiology,Frontiers Media,10.3389/fcimb.2016.00006,53,True,https://doi.org/10.3389/fcimb.2016.00006,https://www.frontiersin.org/articles/10.3389/fcimb.2016.00006/pdf,https://openalex.org/W2275820426,"Mycobacterium tuberculosis associated granuloma formation can be viewed as a structural immune response that can contain and halt the spread of the pathogen. In several mammalian hosts, including non-human primates, Mtb granulomas are often hypoxic, although this has not been observed in wild type murine infection models. While a presumed consequence, the structural contribution of the granuloma to oxygen limitation and the concomitant impact on Mtb metabolic viability and persistence remains to be fully explored. We develop a multiscale computational model to test to what extent in vivo Mtb granulomas become hypoxic, and investigate the effects of hypoxia on host immune response efficacy and mycobacterial persistence. Our study integrates a physiological model of oxygen dynamics in the extracellular space of alveolar tissue, an agent-based model of cellular immune response, and a systems biology-based model of Mtb metabolic dynamics. Our theoretical studies suggest that the dynamics of granuloma organization mediates oxygen availability and illustrates the immunological contribution of this structural host response to infection outcome. Furthermore, our integrated model demonstrates the link between structural immune response and mechanistic drivers influencing Mtbs adaptation to its changing microenvironment and the qualitative infection outcome scenarios of clearance, containment, dissemination, and a newly observed theoretical outcome of transient containment. We observed hypoxic regions in the containment granuloma similar in size to granulomas found in mammalian in vivo models of Mtb infection. In the case of the containment outcome, our model uniquely demonstrates that immune response mediated hypoxic conditions help foster the shift down of bacteria through two stages of adaptation similar to the in vitro non-replicating persistence (NRP) observed in the Wayne model of Mtb dormancy. The adaptation in part contributes to the ability of Mtb to remain dormant for years after initial infection."
8.87,"Q10,Q3,Q4",Evaluated neutron data libraries,Adjusting aluminum elastic scattering data from the TALYS nuclear reaction code based upon fast criticalities,S. Pelloni; D. Rochman,2024,article,Annals of Nuclear Energy,Elsevier BV,10.1016/j.anucene.2024.111000,3,True,https://doi.org/10.1016/j.anucene.2024.111000,https://doi.org/10.1016/j.anucene.2024.111000,https://openalex.org/W4403988540,"• Testing aluminum data from TALYS. • Selecting multiplication factors of fast-spectrum benchmarks sensitive to aluminum. • Prior results unsatisfactory for these systems having aluminum-based reflectors. • Adjusting aluminum elastic scattering data using consistent covariance data. • Improvement achieved. The suitability of aluminum data produced by means of the TALYS nuclear reaction code, which differently from other libraries is largely based upon the use of theoretical models in the fast energy region, is analyzed by using acceptable benchmark data, indicating severe shortcomings. More precisely, this data is tested based upon a complete sequence of thirteen effective multiplication factors for well documented benchmark cores of fast-spectrum systems reflected by aluminum taken from the International Handbook of Evaluated Criticality Safety Benchmark Experiments (ICSBEP) database which are firstly computed by means of a stochastic technique based upon the Serpent code. The same stochastic approach is then used to perform adjustments in conjunction with the Asymptotic Generalized Linear Least-Squares (AGLLS) assimilation methodology by including the angular distribution of the scattered neutron in the adjustment and considering two suitable assimilation databases which consist of three of these effective multiplication factors, with the remaining ten cores being treated as target setups, in each case. These adjustments of aluminum data only, provide improvements of the calculation results showing decreased mean χ 2 and variance of the thirteen individual χ 2 s, with a maximum simultaneous reduction factor in the order of 3 to 4 for both parameters. It is questionable whether the strong adjustments coming out as an important result of the analysis may have physical meaning; this issue cannot be answered by this study alone."
8.87,"Q1,Q4,Q5",Depletion numerical methods,Advanced interpretation of the SPHERE irradiation experiment with neutronics and fuel performance codes,M. Lainet; L. Luzzi; A. Magni; D. Pizzocri; M. Di Gennaro; P. Van Uffelen; et al.,2024,article,Nuclear Engineering and Technology,Elsevier BV,10.1016/j.net.2024.06.037,3,True,https://doi.org/10.1016/j.net.2024.06.037,https://doi.org/10.1016/j.net.2024.06.037,https://openalex.org/W4399914204,"The SPHERE experiment aimed at studying the behaviour of Minor Actinide-bearing Driver Fuel (U,Pu,Am)O2-x by comparing sphere-packed and pelletized fuels. The irradiation experiment was performed in the High Flux Reactor at Petten from August 2013 to April 2015, and was followed by post-irradiation examinations up to mid-2017. The present work consists in a new analysis of the SPHERE experiment, focusing on the pelletized fuel, by the means of both neutronics and fuel performance codes. This study is performed in the frame of the European Project PATRICIA. The adopted methodology and the main results achieved, assessed in particular against inert gas-related experimental data, are presented in the paper."
8.87,"Q1,Q10,Q4,Q5",Activation solver validation,Application of the different deconvolution methods to the neutron spectrum reconstruction from activation measurement,Katarzyna Mikszuta-Michalik; R. Miklaszewski; M. Gierlik; R. Kwiatkowski; J. Rzadkiewicz; A. Szydłowski,2021,article,Fusion Engineering and Design,Elsevier BV,10.1016/j.fusengdes.2021.112934,3,True,https://doi.org/10.1016/j.fusengdes.2021.112934,https://www.sciencedirect.com/science/article/pii/S0920379621007109/pdf,https://openalex.org/W3215672226,"The neutron activation method provides information about the total neutron emission, yet in many applications, the energy distribution of the produced particles is also required. In this paper, codes based on the methods popular in tomography (Tikhonov Regularization, Minimum Fisher Information, Maximum Entropy and Maximum Likelihood Methods) have been developed for the reconstruction of the energy spectra of neutrons emitted by a Gas-Plasma Target Neutron Generator manufactured by a Gradel-Fusion Company. To perform the measurements by the neutron activation analysis the following samples were selected: Al, Zn, Fe, Ni, Zr and Au. Before the analysis of the experimental results, the codes were tested with synthetic data. The correlation between the reconstruction error and the FISPACT-II inventory code simulation's agreement with the measurement data have been determined. The spectrum was reconstructed by all methods separately, and the final result was defined as a mean value of them. The uncertainty of the reconstructed neutron spectra for the activities with an error higher than 10% has been estimated at the level of 22%."
8.87,"Q7,Q9",Surrogate-assisted optimization metrics,Constrained Bayesian optimization with a cardiovascular application,L. Mihaela Păun; André Fensterseifer Schmidt; Sean McGinty; Dirk Husmeier,2024,article,Proceedings of the Royal Society A Mathematical Physical and Engineering Sciences,Royal Society,10.1098/rspa.2023.0371,3,True,https://doi.org/10.1098/rspa.2023.0371,https://doi.org/10.1098/rspa.2023.0371,https://openalex.org/W4401400006,"The present paper investigates constrained global optimization techniques for computationally expensive black box functions that are globally defined but subject to some a priori unknown taboo regions. This challenge typically arises in healthcare applications, where the goal is to maximize the efficacy of a drug while staying within critical safety limits imposed by an external medical regulator. Motivated by the additional challenge where the constrained global optimum lies along the constraint boundary, we comparatively assess the performance of established optimization methods coupled with different acquisition functions in terms of accuracy and efficiency on the physiological application aforementioned and several benchmark problems representative of the complexity of the physiological application. We find the best method based on an average score computed across all applications. We also propose an ensemble method combining results from individual methods, which vastly outperforms the best average method. Furthermore, our study provides a thorough qualitative analysis of the optimization results, emphasizing the challenges a user may encounter when applying Bayesian optimization on constrained optimization problems."
8.87,"Q1,Q2,Q7,Q9",Nuclear surrogate optimization,Designing a Framework for Solving Multiobjective Simulation Optimization Problems,Tyler H. Chang; Stefan M. Wild,2025,article,INFORMS journal on computing,Institute for Operations Research and the Management Sciences,10.1287/ijoc.2023.0250,3,True,https://doi.org/10.1287/ijoc.2023.0250,https://escholarship.org/content/qt3gr340t0/qt3gr340t0.pdf,https://openalex.org/W4408938560,"Multiobjective simulation optimization (MOSO) problems are optimization problems with multiple conflicting objectives, where evaluation of at least one of the objectives depends on a black-box numerical code or real-world experiment, which we refer to as a simulation. Whereas an extensive body of research is dedicated to developing new algorithms and methods for solving these and related problems, it is challenging and time-consuming to integrate these techniques into real-world production-ready solvers. This is partly because of the diversity and complexity of modern state-of-the-art MOSO algorithms and methods and partly because of the complexity and specificity of many real-world problems and their corresponding computing environments. The complexity of this problem is only compounded when introducing potentially complex and/or domain-specific surrogate-modeling techniques, problem formulations, design spaces, and data acquisition functions. This paper carefully surveys the current state of the art in MOSO algorithms, techniques, and solvers, as well as problem types and computational environments where MOSO is commonly applied. We then present several key challenges in the design of a parallel multiobjective simulation optimization framework (ParMOO) and how they have been addressed. Finally, we provide two case studies demonstrating how customized ParMOO solvers can be quickly built and deployed to solve real-world MOSO problems. History: Accepted by Ted Ralphs, Area Editor for Software Tools. Funding: This work was supported by US DOE, Office of Science, Advanced Scientific Computing Research, SciDAC Program [Grants DE-AC02-05CH11231 and DE-AC02-06CH11357]. Supplemental Material: The software that supports the findings of this study is available within the paper and its Supplemental Information ( https://pubsonline.informs.org/doi/suppl/10.1287/ijoc.2023.0250 ) as well as from the IJOC GitHub software repository ( https://github.com/INFORMSJoC/2023.0250 ). The complete IJOC Software and Data Repository is available at https://informsjoc.github.io/ ."
8.87,"Q4,Q5,Q6,Q8",Physics-informed nuclear dynamics; Physics-informed stiff dynamics; Stiff reaction-network surrogates,Evolutionary Optimization of Physics-Informed Neural Networks: Evo-PINN Frontiers and Opportunities,Jian Cheng Wong; Abhishek Gupta; Chin Chun Ooi; Pao‐Hsiung Chiu; Jiao Liu; Y. J. Ong,2026,article,IEEE Computational Intelligence Magazine,Institute of Electrical and Electronics Engineers,10.1109/mci.2025.3607749,3,True,https://doi.org/10.1109/mci.2025.3607749,https://arxiv.org/pdf/2501.06572,https://openalex.org/W7124162332,"Deep learning models trained on finite data lack a complete understanding of the physical world. On the other hand, physics-informed neural networks (PINNs) are infused with such knowledge through the incorporation of mathematically expressible laws of nature into their training loss function. By complying with physical laws, PINNs provide advantages over purely data-driven models in limited-data regimes and present as a promising route towards Physical AI. This feature has propelled them to the forefront of scientific machine learning, a domain characterized by scarce and costly data. However, the vision of accurate physics-informed learning comes with significant challenges. This work examines PINNs in terms of model optimization and generalization, shedding light on the need for new algorithmic advances to overcome issues pertaining to the training speed, precision, and generalizability of today’s PINN models. Of particular interest are gradient-free evolutionary algorithms (EAs) for optimizing the uniquely complex loss landscapes arising in PINN training. Methods synergizing gradient descent and EAs for discovering bespoke neural architectures and balancing multiple terms in physics-informed learning objectives are positioned as important avenues for future research. Another exciting track is to cast EAs as a meta-learner of generalizable PINN models. To substantiate these proposed avenues, we further highlight results from recent literature to showcase the early success of such approaches in addressing the aforementioned challenges in PINN optimization and generalization."
8.87,"Q1,Q10,Q4,Q5",Depletion solver validation,SCALE Inventory and Reactivity Analysis as Part of the Hermes 2021 PSAR Review,Friederike Bostelmann; Benjamin R. Betzler; Donny Hartanto; William Wieselquist,2024,article,Annals of Nuclear Energy,Elsevier BV,10.1016/j.anucene.2024.111063,3,True,https://doi.org/10.1016/j.anucene.2024.111063,https://doi.org/10.1016/j.anucene.2024.111063,https://openalex.org/W4404678330,"The readiness of SCALE for comprehensive studies of pebble-bed reactors has been demonstrated through detailed analysis of a fluoride salt–cooled, high-temperature pebble-bed reactor (PB-FHR). The methods developed for pebble-bed reactor modeling in SCALE, particularly for inventory generation, have proven effective in gaining insights into the reactor physics of this advanced reactor. Excellent agreement with another code package has been observed, further highlighting SCALE’s strong performance. The SCALE results supported the US Nuclear Regulatory Commission’s construction permit application review of the Hermes low-power PB-FHR demonstration reactor. A SCALE model of the Hermes reactor was developed at Oak Ridge National Laboratory using information from the Preliminary Safety Analysis Report (PSAR) and supplemented with publicly available data. SCALE reactivity coefficient simulations reproduced PSAR results within 1 σ statistical uncertainties. Sensitivity studies emphasized the importance of graphite specifications for accurate k eff predictions. • Analysis demonstrated SCALE’s strong performance for pebble-bed reactor modeling. • Excellent agreement for reactivity coefficients between SCALE and published results. • Significant sensitivity of k eff results to graphite specifications found. • SCALE analyses supported US NRC’s CPA review of the Hermes demonstration reactor."
8.85,"Q1,Q2,Q7,Q9",Nuclear surrogate optimization,Data assimilation with reduced basis and noisy measurement : Applications to nuclear reactor cores,Helin Gong,2018,dissertation,HAL (Le Centre pour la Communication Scientifique Directe),Centre National de la Recherche Scientifique,,15,True,https://theses.hal.science/tel-02475840,https://theses.hal.science/tel-02475840v1/document,https://openalex.org/W3005537350,"The goal of the thesis is to improve the physical and numerical interpretation of the information involved in data assimilation with modern and efficient model reduction strategies for systems held by PDEs. Specifically, the focus on the data assimilation task is related with the state estimation for stationary problems, especially neutronic state estimation in nuclear reactor applications. In the first part of the thesis, we analyze and adapt the generalized empirical interpolation method (GEIM) and the parametrized-background data-weak (PBDW) approach to the state estimation problem. We formulate the stability analysis for GEIM/PBDW. Then we propose the so-called constrained stabilized GEIM/PBDW (CS-GEIM/CS-PBDW) approaches to improve the stability performance with respect to noisy measurements. A closed form so-called regularized GEIM/PBDW (R-GEIM/R-PBDW) are also proposed to improve the computational efficiency. In the second part we apply the developed techniques to real case problems provided by the industrial partner EDF, namely, i) sensor placement in a nuclear reactor core and ii) neutronic field reconstruction with noisy or noise-free measurements. Numerical tests confirm the feasibility of developed techniques to address the important and inevitable concern of noisy measurements in the field of data assimilation with reduced basis. In the third part we provide supplementary materials in i) dealing with measurement failures for data assimilation with reduced basis, particularly, EIM, as a practical issue; and ii) dealing with the adaptive sampling method to provide more potential for engineering problems with high-dimensional parameter space."
8.83,"Q10,Q3,Q4",Neutron-spectrum measurement,14 MeV calibration of JET neutron detectors—phase 1: calibration and characterization of the neutron source,P. Batistoni; S. Popovichev; Aljaž Čufar; Z. Ghani; L. Giacomelli; S. Jednoróg; et al.,2017,article,Nuclear Fusion,IOP Publishing,10.1088/1741-4326/aa98f6,52,True,https://doi.org/10.1088/1741-4326/aa98f6,https://iopscience.iop.org/article/10.1088/1741-4326/aa98f6/pdf,https://openalex.org/W2781128217,"In view of the planned DT operations at JET, a calibration of the JET neutron monitors at 14 MeV neutron energy is needed using a 14 MeV neutron generator deployed inside the vacuum vessel by the JET remote handling system. The target accuracy of this calibration is ±10% as also required by ITER, where a precise neutron yield measurement is important, e.g. for tritium accountancy. To achieve this accuracy, the 14 MeV neutron generator selected as the calibration source has been fully characterised and calibrated prior to the in-vessel calibration of the JET monitors. This paper describes the measurements performed using different types of neutron detectors, spectrometers, calibrated long counters and activation foils which allowed us to obtain the neutron emission rate and the anisotropy of the neutron generator, i.e. the neutron flux and energy spectrum dependence on emission angle, and to derive the absolute emission rate in 4 π sr. The use of high resolution diamond spectrometers made it possible to resolve the complex features of the neutron energy spectra resulting from the mixed D/T beam ions reacting with the D/T nuclei present in the neutron generator target. As the neutron generator is not a stable neutron source, several monitoring detectors were attached to it by means of an ad hoc mechanical structure to continuously monitor the neutron emission rate during the in-vessel calibration. These monitoring detectors, two diamond diodes and activation foils, have been calibrated in terms of neutrons/counts within ±5% total uncertainty. A neutron source routine has been developed, able to produce the neutron spectra resulting from all possible reactions occurring with the D/T ions in the beam impinging on the Ti D/T target. The neutron energy spectra calculated by combining the source routine with a MCNP model of the neutron generator have been validated by the measurements. These numerical tools will be key in analysing the results from the in-vessel calibration and to derive the response of the JET neutron detectors to DT plasma neutrons starting from the response to the generator neutrons, and taking into account all the calibration circumstances."
8.83,"Q1,Q2,Q3,Q7,Q9",Medical-isotope scheduling,Production of radiometals in liquid targets,S. J. C. do Carmo; Peter J. H. Scott; Francisco Alvès,2020,article,EJNMMI Radiopharmacy and Chemistry,Springer Nature,10.1186/s41181-019-0088-x,52,True,https://doi.org/10.1186/s41181-019-0088-x,https://ejnmmipharmchem.springeropen.com/track/pdf/10.1186/s41181-019-0088-x,https://openalex.org/W3000729111,"Abstract Over the last several years, the use of radiometals has gained increasing relevance in supporting the continuous development of new, complementary and more specific biological targeting agents. Radiopharmaceuticals labelled with radiometals from elements such as Tc, Zr, Y, Ga and Cu received increasing attention as they find application in both diagnostic SPECT and PET imaging techniques and radiotherapeutic purposes. Such interest stems from the wide variety of radionuclides available with distinct and complementary nuclear decay characteristics to choose from with unequalled specificity, but can also be explained by growing demand in targeted radionuclide therapy. As a result, as routine supply of these radiometals becomes mandatory, studies describing their production processes have expanded rapidly. Although most radiometals are traditionally provided by the irradiation of solid targets in specialized cyclotrons, recently developed techniques for producing radiometals through the irradiation of liquid targets have received growing attention due to compatibility with commonly available small medical cyclotrons, promising characteristics and encouraging results. Irradiating liquid targets to produce radiometals appears as a fast, reliable, convenient and cost-efficient alternative to the conventional solid target techniques, characterized by complex and time-consuming pre- and post-irradiation target handling. Production of radiometals in liquid targets incorporated to complete manufacturing processes for daily routine is already recognized as a viable alternative and complementary supply methodology to existing solid target based infrastructures to satisfy growing clinical demands. For instance, several sites already use the approach to produce 68 Ga-radiopharmaceuticals for clinical use. This review article covers the production of common radiometals with clinical potential through the irradiation liquid targets. A comparison with the traditional solid target irradiation methods is presented when relevant."
8.83,"Q1,Q10,Q3,Q4,Q5,Q8",Depletion solver validation; Uncertainty and nuclear data,Dynamic Systems Analysis Report for Nuclear Fuel Recycle,Brent Dixon; Sonny Kim; David Shropshire; Steven J. Piet; Gretchen Matthern; Bill Halsey,2008,report,Idaho National Laboratory (United States),,10.2172/963737,27,True,https://doi.org/10.2172/963737,https://www.osti.gov/biblio/963737,https://openalex.org/W1532225967,"This report examines the time-dependent dynamics of transitioning from the current United States (U.S.) nuclear fuel cycle where used nuclear fuel is disposed in a repository to a closed fuel cycle where the used fuel is recycled and only fission products and waste are disposed. The report is intended to help inform policy developers, decision makers, and program managers of system-level options and constraints as they guide the formulation and implementation of advanced fuel cycle development and demonstration efforts and move toward deployment of nuclear fuel recycling infrastructure."
