source_id,category_code,category,questions,title,authors,year,source_type,venue,doi,url,evidence_depth,data_basis,method_family,project_relevance,ra226_n2n,ac225_output,time_history,recurrent_model,physics_constraint,multiobjective_optimization,experimental_validation,uncertainty_or_ood,trusted_solver_reference,screening_score,screening_note,abstract
S062,D,Nuclear machine-learning and temporal surrogates,"Q5,Q6,Q8",Monitoring of Temperature Measurements for Different Flow Regimes in Water and Galinstan with Long Short-Term Memory Networks and Transfer Learning of Sensors,Stella Pantopoulou; Victoria Ankel; Matthew Weathered; Darius Lisowski; A.C. Cilliers; Lefteri H. Tsoukalas; et al.,2022,article,Computation,10.3390/computation10070108,https://doi.org/10.3390/computation10070108,title and abstract screened,experimental or measured,LSTM/recurrent network; neural-network surrogate,high,no,no,no,yes,no,no,yes,yes,no,36.0,Included for structured comparison; use the linked paper for claim-level details.,"Temperature sensing is one of the most common measurements of a nuclear reactor monitoring system. The coolant fluid flow in a reactor core depends on the reactor power state. We investigated the monitoring and estimation of the thermocouple time series using machine learning for a range of flow regimes. Measurement data were obtained, in two separate experiments, in a flow loop filled with water and with liquid metal Galinstan. We developed long short-term memory (LSTM) recurrent neural networks (RNNs) for sensor predictions by training on the sensor’s own prior history, and transfer learning LSTM (TL-LSTM) by training on a correlated sensor’s prior history. Sensor cross-correlations were identified by calculating the Pearson correlation coefficient of the time series. The accuracy of LSTM and TL-LSTM predictions of temperature was studied as a function of Reynolds number (Re). The root-mean-square error (RMSE) for the test segment of time series of each sensor was shown to linearly increase with Re for both water and Galinstan fluids. Using linear correlations, we estimated the range of values of Re for which RMSE is smaller than the thermocouple measurement uncertainty. For both water and Galinstan fluids, we showed that both LSTM and TL-LSTM provide reliable estimations of temperature for typical flow regimes in a nuclear reactor. The LSTM runtime was shown to be substantially smaller than the data acquisition rate, which allows for performing estimation and validation of sensor measurements in real time."
S063,D,Nuclear machine-learning and temporal surrogates,"Q5,Q6",Data-driven surrogate modeling for thermal-hydraulic codes via hybrid deep neural networks and quantile learning,Hyojun Yi; Hyeonmin Kim; Seunghyoung Ryu,2026,article,Machine Learning Science and Technology,10.1088/2632-2153/ae7eef,https://doi.org/10.1088/2632-2153/ae7eef,title and abstract screened,simulation or solver generated,LSTM/recurrent network; neural-network surrogate,high,no,no,yes,yes,no,no,no,no,no,34.0,Included for structured comparison; use the linked paper for claim-level details.,"Abstract Nuclear energy is a clean, reliable power source, but realizing its potential requires strict safety measures in nuclear power plants. Thermal-hydraulic (TH) codes are used to simulate potential accident scenarios in probabilistic safety assessment (PSA). Their high computational cost becomes particularly problematic in dynamic PSA, which requires repeated simulations across large numbers of accident scenarios. Consequently, deep learning-based surrogate models (e.g. conditional autoencoders and recurrent neural networks) have been proposed to accelerate TH simulations. However, there remains substantial room for improvement in predictive accuracy, particularly in capturing abrupt fluctuations and complex temporal patterns. To address these limitations, we propose a novel surrogate model named QLCT that combines long short-term memory, one-dimensional convolutional neural networks, and transformer with multiple quantile regression, enhanced by temporal differential supervision. We compared QLCT against various deep learning models, and the results demonstrate that the proposed model achieves substantial improvements: 22.0%–40.0% reduction in mean absolute error, 12.4%–34.9% reduction in root mean squared error, and 27.9%–49.0% reduction in normalized mean absolute error. In addition, QLCT also shows superior performance in probabilistic forecasting compared to the state-of-the-art model, achieving improvements of 25.8%, 21.9%, and 15.2% in the winkler score, pinball loss, and coverage width-based criterion, respectively."
S064,D,Nuclear machine-learning and temporal surrogates,"Q5,Q6,Q8",A new surrogate method for the neutron kinetics calculation of nuclear reactor core transients,Xiaoqi Li; Youqi Zheng; Xianan Du; Bowen Xiao,2024,article,Nuclear Engineering and Technology,10.1016/j.net.2024.04.007,https://doi.org/10.1016/j.net.2024.04.007,title and abstract screened,method or metadata,LSTM/recurrent network; neural-network surrogate,high,no,no,yes,yes,no,no,no,no,no,33.0,Included for structured comparison; use the linked paper for claim-level details.,"Reactor core transient calculation is very important for the reactor safety analysis, in which the kernel is neutron kinetics calculation by simulating the variation of neutron density or thermal power over time. Compared with the point kinetics method, the time-space neutron kinetics calculation can provide accurate variation of neutron density in both space and time domain. But it consumes a lot of resources. It is necessary to develop a surrogate model that can quickly obtain the temporal and spatial variation information of neutron density or power with acceptable calculation accuracy. This paper uses the time-varying characteristics of power to construct a time function, parameterizes the time-varying characteristics which contains the information about the spatial change of power. Thereby, the amount of targets to predict in the space domain is compressed. A surrogate method using the machine learning is proposed in this paper. In the construction of a neural network, the input is processed by a convolutional layer, followed by a fully connected layer or a deconvolution layer. For the problem of time sequence disturbance, a structure combining convolutional neural network and recurrent neural network is used. It is verified in the tests of a series of 1D, 2D and 3D reactor models. The predicted values obtained using the constructed neural network models in these tests are in good agreement with the reference values, showing the powerful potential of the surrogate models."
S065,D,Nuclear machine-learning and temporal surrogates,"Q1,Q10,Q4,Q5,Q6,Q7,Q8,Q9",Machine Learning-Based Inversion of Axial-Segment Characterization for Spent Fuel Materials,Qi Zhang; Zining Ni; Qi Huang; Chao Yang; Zhenping Chen,2026,article,Coatings,10.3390/coatings16030329,https://doi.org/10.3390/coatings16030329,title and abstract screened,simulation or solver generated,transport/depletion solver,high,no,no,yes,no,no,no,no,no,yes,33.0,Included for structured comparison; use the linked paper for claim-level details.,"The burnup, initial enrichment, and cooling time of spent nuclear fuel collectively determine the activities of key gamma-emitting nuclides (e.g., 134Cs, 137Cs, 154Eu). In safeguards verification, a non-destructive assay (NDA) using radiation detectors can directly acquire the gamma-ray emission signatures associated with these characteristic nuclides. Previous studies have reported empirical relationships between the activities of nuclides such as 134Cs, 137Cs, and 154Eu and the assembly burnup. However, the non-uniform axial power distribution in fuel assemblies leads to variations in axial-segment burnup. Accordingly, this study utilizes a nuclide sample database of a typical pressurized water reactor (PWR) assembly generated by OpenMC 0.15.3 depletion calculations. The calculated results are analyzed, and a sensitivity analysis of the hydrogen-to-uranium atomic ratio (H/U) on the characteristic nuclides is presented, confirming the necessity of incorporating the H/U ratio as an input parameter to improve the cross-condition generalization of the surrogate models. Subsequently, MLP and CNN based on PyTorch 2.9.1 (CUDA 13.0 build: 2.9.1+cu130), and XGBoost 3.0.2 models are implemented to invert axial-segment burnup, initial enrichment, and the number densities of selected actinides under various discrete operating conditions based on characteristic nuclide activities. A comparative analysis of the prediction results from different feature inversion methods is provided. The results indicate that the MLP model performs best with Method A, which incorporates absolute 137Cs activity and the 154Eu/137Cs ratio, achieving a relative prediction deviation of only 5.2% for initial enrichment. Under Method C, the XGBoost model attains a relative prediction deviation of only 0.9% for axial-segment burnup (BU_zone)."
S066,D,Nuclear machine-learning and temporal surrogates,"Q5,Q6,Q7,Q8,Q9",Machine learning surrogates for surface complexation model of uranium sorption to oxides,Chunhui Li; Elijah O. Adeniyi; Piotr Zarzycki,2024,article,Scientific Reports,10.1038/s41598-024-57026-w,https://doi.org/10.1038/s41598-024-57026-w,title and abstract screened,method or metadata,neural-network surrogate,high,no,no,no,no,no,no,no,no,yes,32.0,Included for structured comparison; use the linked paper for claim-level details.,"The safety assessments of the geological storage of spent nuclear fuel require understanding the underground radionuclide mobility in case of a leakage from multi-barrier canisters. Uranium, the most common radionuclide in non-reprocessed spent nuclear fuels, is immobile in reduced form (U(IV) and highly mobile in an oxidized state (U(VI)). The latter form is considered one of the most dangerous environmental threats in the safety assessments of spent nuclear fuel repositories. The sorption of uranium to mineral surfaces surrounding the repository limits their mobility. We quantify uranium sorption using surface complexation models (SCMs). Unfortunately, numerical SCM solvers often encounter convergence problems due to the complex nature of convoluted equations and correlations between model parameters. This study explored two machine learning surrogates for the 2-pK Triple Layer Model of uranium retention by oxide surfaces if released as U(IV) in the oxidizing conditions: random forest regressor and deep neural networks. Our surrogate models, particularly DNN, accurately reproduce SCM model predictions at a fraction of the computational cost without any convergence issues. The safety assessment of spent fuel repositories, specifically the migration of leaked radioactive waste, will benefit from having ultrafast AI/ML surrogates for the computationally expensive sorption models that can be easily incorporated into larger-scale contaminant migration models. One such model is presented here."
S067,D,Nuclear machine-learning and temporal surrogates,"Q5,Q6,Q8",Physics-informed neural network with transfer learning (TL-PINN) based on domain similarity measure for prediction of nuclear reactor transients,Konstantinos Prantikos; Stylianos Chatzidakis; Lefteri H. Tsoukalas; Alexander Heifetz,2023,article,Scientific Reports,10.1038/s41598-023-43325-1,https://doi.org/10.1038/s41598-023-43325-1,title and abstract screened,experimental or measured,neural-network surrogate; physics-informed ML,high,no,no,yes,no,yes,no,yes,no,no,31.0,Included for structured comparison; use the linked paper for claim-level details.,"Nuclear reactor safety and efficiency can be enhanced through the development of accurate and fast methods for prediction of reactor transient (RT) states. Physics informed neural networks (PINNs) leverage deep learning methods to provide an alternative approach to RT modeling. Applications of PINNs in monitoring of RTs for operator support requires near real-time model performance. However, as with all machine learning models, development of a PINN involves time-consuming model training. Here, we show that a transfer learning (TL-PINN) approach achieves significant performance gain, as measured by reduction of the number of iterations for model training. Using point kinetic equations (PKEs) model with six neutron precursor groups, constructed with experimental parameters of the Purdue University Reactor One (PUR-1) research reactor, we generated different RTs with experimentally relevant range of variables. The RTs were characterized using Hausdorff and Fréchet distance. We have demonstrated that pre-training TL-PINN on one RT results in up to two orders of magnitude acceleration in prediction of a different RT. The mean error for conventional PINN and TL-PINN models prediction of neutron densities is smaller than 1%. We have developed a correlation between TL-PINN performance acceleration and similarity measure of RTs, which can be used as a guide for application of TL-PINNs."
S068,D,Nuclear machine-learning and temporal surrogates,"Q8,Q9",Quantification of Deep Neural Network Prediction Uncertainties for VVUQ of Machine Learning Models,Mahmoud Yaseen; Xu Wu,2022,article,Nuclear Science and Engineering,10.1080/00295639.2022.2123203,https://doi.org/10.1080/00295639.2022.2123203,title and abstract screened,simulation or solver generated,neural-network surrogate; uncertainty/reliability method,high,no,no,yes,no,no,no,no,yes,yes,31.0,Included for structured comparison; use the linked paper for claim-level details.,"Recent performance breakthroughs in artificial intelligence (AI) and machine learning (ML), especially advances in deep learning, the availability of powerful and easy-to-use ML libraries (e.g., scikit-learn, TensorFlow, PyTorch), and increasing computational power, have led to unprecedented interest in AI/ML among nuclear engineers. For physics-based computational models, verification, validation, and uncertainty quantification (VVUQ) processes have been very widely investigated, and many methodologies have been developed. However, VVUQ of ML models has been relatively less studied, especially in nuclear engineering. This work focuses on uncertainty quantification (UQ) of ML models as a preliminary step of ML VVUQ, more specifically Deep Neural Networks (DNNs) because they are the most widely used supervised ML algorithm for both regression and classification tasks. This work aims at quantifying the prediction or approximation uncertainties of DNNs when they are used as surrogate models for expensive physical models. Three techniques for UQ of DNNs are compared, namely, Monte Carlo Dropout (MCD), Deep Ensembles (DE), and Bayesian Neural Networks (BNNs). Two nuclear engineering examples are used to benchmark these methods: (1) time-dependent fission gas release data using the Bison code and (2) void fraction simulation based on the Boiling Water Reactor Full-size Fine-Mesh Bundle Tests (BFBT) benchmark using the TRACE code. It is found that the three methods typically require different DNN architectures and hyperparameters to optimize their performance. The UQ results also depend on the amount of training data available and the nature of the data. Overall, all three methods can provide reasonable estimations of the approximation uncertainties. The uncertainties are generally smaller when the mean predictions are close to the test data while the BNN methods usually produce larger uncertainties than MCD and DE."
S069,D,Nuclear machine-learning and temporal surrogates,"Q1,Q2,Q5,Q6,Q7,Q8,Q9",Physics informed neural networks for surrogate modeling of accidental scenarios in nuclear power plants,Federico Antonello; Jacopo Buongiorno; Enrico Zio,2023,article,Nuclear Engineering and Technology,10.1016/j.net.2023.06.027,https://doi.org/10.1016/j.net.2023.06.027,title and abstract screened,simulation or solver generated,neural-network surrogate,high,no,no,no,no,no,no,no,no,no,30.0,Included for structured comparison; use the linked paper for claim-level details.,"Licensing the next-generation of nuclear reactor designs requires extensive use of Modeling and Simulation (M&S) to investigate system response to many operational conditions, identify possible accidental scenarios and predict their evolution to undesirable consequences that are to be prevented or mitigated via the deployment of adequate safety barriers. Deep Learning (DL) and Artificial Intelligence (AI) can support M&S computationally by providing surrogates of the complex multi-physics high-fidelity models used for design. However, DL and AI are, generally, low-fidelity ‘black-box’ models that do not assure any structure based on physical laws and constraints, and may, thus, lack interpretability and accuracy of the results. This poses limitations on their credibility and doubts about their adoption for the safety assessment and licensing of novel reactor designs. In this regard, Physics Informed Neural Networks (PINNs) are receiving growing attention for their ability to integrate fundamental physics laws and domain knowledge in the neural networks, thus assuring credible generalization capabilities and credible predictions. This paper presents the use of PINNs as surrogate models for accidental scenarios simulation in Nuclear Power Plants (NPPs). A case study of a Loss of Heat Sink (LOHS) accidental scenario in a Nuclear Battery (NB), a unique class of transportable, plug-and-play microreactors, is considered. A PINN is developed and compared with a Deep Neural Network (DNN). The results show the advantages of PINNs in providing accurate solutions, avoiding overfitting and intrinsically ensuring physics-consistent results."
S070,D,Nuclear machine-learning and temporal surrogates,"Q5,Q6,Q7,Q8,Q9",Fast uncertainty quantification of spent nuclear fuel with neural networks,Arnau Albà; Andreas Adelmann; Lucas Münster; D. Rochman; Romana Boiger,2023,article,Annals of Nuclear Energy,10.1016/j.anucene.2023.110204,https://doi.org/10.1016/j.anucene.2023.110204,title and abstract screened,mixed simulation and measurement,neural-network surrogate; uncertainty/reliability method,high,no,no,yes,no,no,no,yes,yes,yes,29.0,Included for structured comparison; use the linked paper for claim-level details.,"The accurate calculation and uncertainty quantification of the characteristics of spent nuclear fuel (SNF) play a crucial role in ensuring the safety, efficiency, and sustainability of nuclear energy production, waste management, and nuclear safeguards. State of the art physics-based models, while reliable, are computationally intensive and time-consuming. This paper presents a surrogate modeling approach using neural networks (NN) to predict a number of SNF characteristics with reduced computational costs compared to physics-based models. An NN is trained using data generated from CASMO5 lattice calculations. The trained NN accurately predicts decay heat and nuclide concentrations of SNF, as a function of key input parameters, such as enrichment, burnup, cooling time between cycles, mean boron concentration and fuel temperature. The model is validated against physics-based decay heat simulations and measurements of different uranium oxide fuel assemblies from two different pressurized water reactors. In addition, the NN is used to perform sensitivity analysis and uncertainty quantification. The results are in very good alignment to CASMO5, while the computational costs (taking into account the costs of generating training samples) are reduced by a factor of 10 or more. Our findings demonstrate the feasibility of using NNs as surrogate models for fast characterization of SNF, providing a promising avenue for improving computational efficiency in assessing nuclear fuel behavior and associated risks."
S071,D,Nuclear machine-learning and temporal surrogates,"Q5,Q6,Q8",Machine Learning Assisted Safety Modeling and Analysis of Advanced Reactors,Yang Liu; Rui Hu; Dezhi Dai; Prasanna Balaprakash; Aleksandr Obabko,2021,report,Argonne National Laboratory (ANL),10.2172/1838607,https://doi.org/10.2172/1838607,title and abstract screened,simulation or solver generated,LSTM/recurrent network; neural-network surrogate; uncertainty/reliability method,high,no,no,yes,yes,yes,no,no,yes,yes,28.0,Included for structured comparison; use the linked paper for claim-level details.,"With the advances in computational power and numerical methods, analysts can now rely on first-principle simulations to predict ultra-fine details in a variety of applications. Advances in machine learning (ML) have produced algorithms that can now learn high-level abstractions via hierarchical models. This project aims to leverage advances in ML techniques and the available high-resolution simulation data to develop a novel modeling and simulation (M\&S) methodology for reactor safety analysis. While application-agnostic ML techniques are available, complex physics constraints need to be incorporated into ML techniques to build ML-based closures for computationally efficient predictive simulations. This project intends to develop a physics-guided data-driven multi-scale methodology for M\&S of advanced reactors. The project focuses on thermal fluid (T/F) phenomena, which play major roles in advanced reactor safety. Specifically, we propose a data-driven coarse-mesh turbulence model based on local flow features for the transient analysis of thermal mixing and stratification in a sodium-cooled fast reactor (SFR). The model has a coarse-mesh setup to ensure computational efficiency, while it is trained by fine-mesh computational fluid dynamics (CFD) data with Reynolds-averaged Navier-Stokes (RANS) turbulence model to ensure accuracy. Three different neural networks are developed and tested for loss-of-flow transients in the hot pool of SFR, i.e. the densely connected convolutional neural network (DCNN), long-short-term-memory network based on proper orthogonal decomposition (POD-LSTM), and the DCNN informed by LSTM (DCNN-LSTM). The performances of these three neural networks are evaluated based on baseline models. The DCNN-LSTM model has been chosen for further hyperparameter optimization. Furthermore, based on a simplified two-dimensional case, uncertainty quantification (UQ) of the developed ML-based closure are investigated with three methods, i.e. Monte Carlo dropout, deep ensemble, and Bayesian neural network. The developed ML-based turbulent viscosity closure relation based on deep ensemble is then integrated into the system analysis module SAM and serves as a term in the conservation equations. Such a SAM-ML based procedure guarantees that the obtained results are consistent with the physical constraints of the thermal-fluid system. The SAM-ML simulation on the same loss-of-flow transient showed comparable accuracy with the CFD simulation but with a much coarser mesh setup. Last but not least, the ML-based closure improvement with the support of higher-fidelity data from large eddy simulation (LES) is discussed. As a first step towards this direction, a baseline LES simulation is performed to obtain comparable data with RANS results. Based on the early results, future investigation on further improving the ML-based closure is discussed. We believe the developed approach that combines scientific machine learning with nuclear system analysis code can benefit the advanced reactor community as more accurate safety analyses will better characterize reactor safety margins and reduce licensing efforts."
S072,D,Nuclear machine-learning and temporal surrogates,"Q1,Q2,Q5,Q6,Q7,Q8,Q9",Multiobjective optimization for nuclear fleet evolution scenarios using COSI,David Freynet; Christine Coquelet-Pascal; Romain Eschbach; Guillaume Krivtchik; E. Merle,2016,article,EPJ Nuclear Sciences & Technologies,10.1051/epjn/e2015-50066-7,https://doi.org/10.1051/epjn/e2015-50066-7,title and abstract screened,simulation or solver generated,neural-network surrogate; Gaussian-process surrogate; multi-objective optimization,high,no,no,no,no,no,yes,no,no,no,28.0,Included for structured comparison; use the linked paper for claim-level details.,"The consequences of various fleet evolution options on material inventories and flux in fuel cycle and waste can be analysed by means of transition scenario studies. The COSI code is currently simulating chronologically scenarios whose parameters are fully defined by the user and is coupled with the CESAR depletion code. As the interactions among reactors and fuel cycle facilities can be complex, and the ways in which they may be configured are many, the development of optimization methodology could improve scenario studies. The optimization problem definition needs to list: (i) criteria (e.g. saving natural resources and minimizing waste production); (ii) variables (scenario parameters) related to reprocessing, reactor operation, installed power distribution, etc.; (iii) constraints making scenarios industrially feasible. The large number of scenario calculations needed to solve an optimization problem can be time-consuming and hardly achievable; therefore, it requires the shortening of the COSI computation time. Given that CESAR depletion calculations represent about 95% of this computation time, CESAR surrogate models have been developed and coupled with COSI. Different regression models are compared to estimate CESAR outputs: first- and second-order polynomial regressions, Gaussian process and artificial neural network. This paper is about a first optimization study of a transition scenario from the current French nuclear fleet to a Sodium Fast Reactors fleet as defined in the frame of the 2006 French Act for waste management. The present article deals with obtaining the optimal scenarios and validating the methodology implemented, i.e. the coupling between the simulation software COSI, depletion surrogate models and a genetic algorithm optimization method."
S073,D,Nuclear machine-learning and temporal surrogates,"Q1,Q4,Q5,Q6,Q7,Q8,Q9",A novel irradiation module for ANICCA fuel cycle code based on multi-task learning,Victor J. Casas-Molina; Nerea Aguilera-Gómez; Pablo Romojaro; Ivan Merino; Augusto Hernández-Solís,2024,article,Nuclear Engineering and Technology,10.1016/j.net.2024.07.024,http://dx.doi.org/10.1016/j.net.2024.07.024,title and abstract screened,simulation or solver generated,neural-network surrogate; Bayesian/evolutionary optimization; transport/depletion solver,high,no,no,no,no,no,no,no,no,yes,27.0,Included for structured comparison; use the linked paper for claim-level details.,"This paper introduces an alternative approach to irradiation modelling within the context of nuclear fuel cycle codes like ANICCA, the fuel cycle code developed by the Belgian Nuclear Research Centre (SCK CEN). The focus lies on upgrading the irradiation module by substituting the CRAM-based depletion calculations for a more flexible and innovative approach based on Multi-Task Learning (MTL). Utilizing data generated with SERPENT2 Monte Carlo simulations, two MTL neural networks are developed to surrogate irradiation processes of Uranium Oxide (UOX) and Mixed Oxide (MOX) fuels, respectively. MTL enables simultaneous learning of the evolution of the inventories for different observables – i.e., transuranium elements, fission products, minor actinides and fertile materials – offering improved predictive capabilities compared to non-MTL neural networks, as demonstrated in the cross-validation tests. Hyperparameters of the models were found using Bayesian optimization, resulting in superior model performance compared to the old CRAM-based model. Verification against SERPENT2, used as a reference code for comparison, demonstrates the stability and accuracy of the MTL-based models, outperforming the original CRAM method for the majority of predicted isotopes."
S074,D,Nuclear machine-learning and temporal surrogates,"Q1,Q10,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9","Deep learning for safety assessment of nuclear power reactors: Reliability, explainability, and research opportunities",Abiodun Ayodeji; Muritala Alade Amidu; Samuel Abiodun Olatubosun; Yacine Addad; Hafiz Ahmed,2022,article,Progress in Nuclear Energy,10.1016/j.pnucene.2022.104339,https://doi.org/10.1016/j.pnucene.2022.104339,title and abstract screened,simulation or solver generated,neural-network surrogate,high,no,no,no,no,no,no,no,yes,no,25.0,Included for structured comparison; use the linked paper for claim-level details.,"Deep learning algorithms provide plausible benefits for efficient prediction and analysis of nuclear reactor safety phenomena. However, research works that discuss the critical challenges with deep learning models from the reactor safety perspective are limited. This article presents the state-of-the-art in deep learning application in nuclear reactor safety analysis, and the inherent limitations in deep learning models. In addition, critical issues such as deep learning model explainability, sensitivity and uncertainty constraints, model reliability, and trustworthiness are discussed from the nuclear safety perspective, and robust solutions to the identified issues are also presented. As a major contribution, a deep feedforward neural network is developed as a surrogate model to predict turbulent eddy viscosity in Reynolds-averaged Navier–Stokes (RANS) simulation. Further, the deep feedforward neural network performance is compared with the conventional Spalart Allmaras closure model in the RANS turbulence closure simulation. In addition, the Shapely Additive Explanation (SHAP) and the local interpretable model-agnostic explanations (LIME) APIs are introduced to explain the deep feedforward neural network predictions. Finally, exciting research opportunities to optimize deep learning-based reactor safety analysis are presented."
S075,D,Nuclear machine-learning and temporal surrogates,"Q5,Q6,Q7,Q8,Q9",Machine Learning-Based Methodology for Assessment of Doppler Reactivity of Sodium-Cooled Fast Reactor,Đorđe Petrović; Konstantin Mikityuk,2021,article,Journal of Nuclear Engineering and Radiation Science,10.1115/1.4050216,https://doi.org/10.1115/1.4050216,title and abstract screened,simulation or solver generated,neural-network surrogate,high,no,no,no,no,no,no,no,no,yes,25.0,Included for structured comparison; use the linked paper for claim-level details.,"Abstract In order to close nuclear fuel cycle and address the problem of sustainability, advanced nuclear reactor systems of the fourth generation are in the focus of the research for many years. With a simple goal of supporting this research, machine learning-based methodology for the assessment of the Doppler reactivity has been developed and applied to the European Sodium Fast Reactor (ESFR) in the frame of the ESFR-Safety Measures Assessment and Research Tools (SMART) Horizon-2020 project. In the scope of this study, a database of the precise Monte Carlo (MC) calculations was prepared and used to train artificial neural network (ANN) as a surrogate model to assess the Doppler reactivity across the range of reactor conditions that could occur throughout the life of the reactor core, in fast, yet accurate manner. The database was generated for all the combinations of several core parameters carefully predefined in order to account for both operational and accidental states of the core. Subsequently, Doppler reactivity change as a function of the above-mentioned parameters was assessed by herein developed methodology, as well as by widely used logarithmic dependence of the Doppler reactivity on the fuel temperature and compared to the results of the precise MC simulations. This study proves that, if certain computational resources are allocated to the database generation and ANN training, newly developed methodology yields similar or even more accurate results compared to the classical methodology and at the same time provides a tool for parameterization and interpolation of Doppler reactivity not only on the fuel temperature but also on the other parameters characterizing core of the sodium-cooled fast reactor (SFR)."
S076,D,Nuclear machine-learning and temporal surrogates,"Q1,Q2,Q5,Q6,Q7,Q8,Q9",Multistep Criticality Search and Power Shaping in Nuclear Microreactors with Deep Reinforcement Learning,Majdi I. Radaideh; Leo Tunkle; Dean Price; Kamal Abdulraheem; Linyu Lin; Moutaz Elias,2025,article,Nuclear Science and Engineering,10.1080/00295639.2024.2447012,https://doi.org/10.1080/00295639.2024.2447012,title and abstract screened,simulation or solver generated,neural-network surrogate; transport/depletion solver,high,no,no,no,no,no,no,no,no,yes,25.0,Included for structured comparison; use the linked paper for claim-level details.,"Reducing operation and maintenance costs is a key objective for advanced reactors in general and microreactors in particular. To achieve this reduction, developing robust autonomous control algorithms is essential to ensure safe and autonomous reactor operation. Recently, artificial intelligence and machine learning algorithms, specifically reinforcement learning (RL) algorithms, have seen rapid increased application to control problems, such as plasma control in fusion tokamaks and building energy management. In this work, we introduce the use of RL for intelligent control in nuclear microreactors. The RL agent is trained using Proximal Policy Optimization (PPO) and Advantage Actor-Critic (A2C), cutting-edge deep RL techniques, based on a high-fidelity simulation of a microreactor design inspired by the Westinghouse eVinciTM design. We utilized a Serpent model to generate data on drum positions, core criticality, and core power distribution for training a feedforward neural network surrogate model. This surrogate model was then used to guide a PPO and A2C control policies in determining the optimal drum position across various reactor burnup states, ensuring critical core conditions and symmetrical power distribution across all six core portions. The results demonstrate the excellent performance of PPO in identifying optimal drum positions, achieving a hexant power tilt ratio of approximately 1.002 (within the limit of <1.02), and maintaining criticality within a 10 pcm range. A2C did not provide as competitive of a performance as PPO in terms of performance metrics for all burnup steps considered in the cycle. Additionally, the results highlight the capability of well-trained RL control policies to quickly identify control actions, suggesting a promising approach for enabling real-time autonomous control through digital twins."
S077,D,Nuclear machine-learning and temporal surrogates,"Q1,Q2,Q4,Q5,Q6,Q7,Q8,Q9",Physics-Informed Neural Network Solution of Point Kinetics Equations for a Nuclear Reactor Digital Twin,Konstantinos Prantikos; Lefteri H. Tsoukalas; Alexander Heifetz,2022,article,Energies,10.3390/en15207697,https://doi.org/10.3390/en15207697,title and abstract screened,experimental or measured,neural-network surrogate; physics-informed ML,high,no,no,yes,no,yes,no,yes,no,no,25.0,Included for structured comparison; use the linked paper for claim-level details.,"A digital twin (DT) for nuclear reactor monitoring can be implemented using either a differential equations-based physics model or a data-driven machine learning model. The challenge of a physics-model-based DT consists of achieving sufficient model fidelity to represent a complex experimental system, whereas the challenge of a data-driven DT consists of extensive training requirements and a potential lack of predictive ability. We investigate the performance of a hybrid approach, which is based on physics-informed neural networks (PINNs) that encode fundamental physical laws into the loss function of the neural network. We develop a PINN model to solve the point kinetic equations (PKEs), which are time-dependent, stiff, nonlinear, ordinary differential equations that constitute a nuclear reactor reduced-order model under the approximation of ignoring spatial dependence of the neutron flux. The PINN model solution of PKEs is developed to monitor the start-up transient of Purdue University Reactor Number One (PUR-1) using experimental parameters for the reactivity feedback schedule and the neutron source. The results demonstrate strong agreement between the PINN solution and finite difference numerical solution of PKEs. We investigate PINNs performance in both data interpolation and extrapolation. For the test cases considered, the extrapolation errors are comparable to those of interpolation predictions. Extrapolation accuracy decreases with increasing time interval."
S078,D,Nuclear machine-learning and temporal surrogates,"Q5,Q6,Q7,Q9",A once-through artificial neural network approach for used nuclear fuel inverse depletion analysis: A comparative study,Bassam Khuwaileh; Belal Almomani,2024,article,Annals of Nuclear Energy,10.1016/j.anucene.2024.110598,https://doi.org/10.1016/j.anucene.2024.110598,title and abstract screened,method or metadata,neural-network surrogate; Bayesian/evolutionary optimization; transport/depletion solver,medium,no,no,no,no,no,no,no,no,no,20.0,Included for structured comparison; use the linked paper for claim-level details.,"This work addresses the challenge of identifying the origins and burnup history of used nuclear fuel, which is crucial for safeguarding and non-proliferation analysis. It presents a comparative evaluation of two distinct computational approaches to bundles at the same in-core position: the first entails building a forward Artificial Neural Networks (ANN) surrogate model for fuel inventory prediction followed by solving the inverse depletion problem using an optimization solver. The second approach is to build an inverse ANN model that relates the used nuclear fuel inventory to its initial and burnup conditions (a once-through approach), eliminating the need for the inverse optimization solver step which results in better accuracy, less computational costs, and renders the application of such approach practical. KENO VI depletion model is utilized to deplete a VVER assembly model generating the necessary datasets for the ANN inverse model training and validation. The inverse model is then employed to estimate the initial composition and the burnup for several test cases. The results are then compared to the known initial and burnup conditions as well as to the estimations made by benchmark results from an existing ANN forward surrogate model combined with the Particle Swarm Optimization (PSO) solver. Comparative analyses across eight scenarios consistently reveal that the once-through ANN inverse model has superior accuracy and consistency in terms of estimating the actual burnup and initial fuel enrichment with a relative root mean squared error (RMSE) of 1.20 × 10 - 2 compared to the benchmark approach (ANN-PSO) which yielded a relative RMSE of 2.18 × 10 - 2 . Moreover, the once-through inverse approach has a significantly lower computational cost as it requires 1 inverse model run compared to the 9,450,000 model runs required by the benchmark approach (ANN-PSO). Overall, the results demonstrate that the proposed once-through approach simplifies and enhances the efficiency of solving the inverse fuel depletion problem while outperforming the benchmark approach in terms of predictive accuracy computational cost."
